t_ms,pwm,enc_izq,enc_der
4.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0
64.0,0.0,0.0,0.0
74.0,0.0,0.0,0.0
84.0,0.0,0.0,0.0
94.0,0.0,0.0,0.0
104.0,0.0,0.0,0.0
114.0,0.0,0.0,0.0
124.0,0.0,0.0,0.0
134.0,0.0,0.0,0.0
144.0,0.0,0.0,0.0
154.0,0.0,0.0,0.0
164.0,0.0,0.0,0.0
174.0,0.0,0.0,0.0
184.0,0.0,0.0,0.0
194.0,0.0,0.0,0.0
204.0,0.0,0.0,0.0
214.0,0.0,0.0,0.0
224.0,0.0,0.0,0.0
234.0,0.0,0.0,0.0
244.0,0.0,0.0,0.0
254.0,0.0,0.0,0.0
264.0,0.0,0.0,0.0
274.0,0.0,0.0,0.0
284.0,0.0,0.0,0.0
294.0,0.0,0.0,0.0
304.0,0.0,0.0,0.0
314.0,0.0,0.0,0.0
324.0,0.0,0.0,0.0
334.0,0.0,0.0,0.0
344.0,0.0,0.0,0.0
354.0,0.0,0.0,0.0
364.0,0.0,0.0,0.0
374.0,0.0,0.0,0.0
384.0,0.0,0.0,0.0
394.0,0.0,0.0,0.0
404.0,0.0,0.0,0.0
414.0,0.0,0.0,0.0
424.0,0.0,0.0,0.0
434.0,0.0,0.0,0.0
444.0,0.0,0.0,0.0
454.0,0.0,0.0,0.0
464.0,0.0,0.0,0.0
474.0,0.0,0.0,0.0
484.0,0.0,0.0,0.0
494.0,0.0,0.0,0.0
504.0,0.0,0.0,0.0
514.0,0.0,0.0,0.0
524.0,0.0,0.0,0.0
534.0,0.0,0.0,0.0
544.0,0.0,0.0,0.0
554.0,0.0,0.0,0.0
564.0,0.0,0.0,0.0
574.0,0.0,0.0,0.0
584.0,0.0,0.0,0.0
594.0,0.0,0.0,0.0
604.0,0.0,0.0,0.0
614.0,0.0,0.0,0.0
624.0,0.0,0.0,0.0
634.0,0.0,0.0,0.0
644.0,0.0,0.0,0.0
654.0,0.0,0.0,0.0
664.0,0.0,0.0,0.0
674.0,0.0,0.0,0.0
684.0,0.0,0.0,0.0
694.0,0.0,0.0,0.0
704.0,0.0,0.0,0.0
714.0,0.0,0.0,0.0
724.0,0.0,0.0,0.0
734.0,0.0,0.0,0.0
744.0,0.0,0.0,0.0
754.0,0.0,0.0,0.0
764.0,0.0,0.0,0.0
774.0,0.0,0.0,0.0
784.0,0.0,0.0,0.0
794.0,0.0,0.0,0.0
804.0,0.0,0.0,0.0
814.0,0.0,0.0,0.0
824.0,0.0,0.0,0.0
834.0,0.0,0.0,0.0
844.0,0.0,0.0,0.0
854.0,0.0,0.0,0.0
